IA,IB,IC,IP,IG,VA(kV),VB(kV),VC(kV),VS(kV),V1MEM,FREQ,VDC,IAL,IBL,ICL,IAX,IBX,ICX,IAY,IBY,ICY,IAT,IBT,ICT
131.0,-206.0,46.0,-12.0,-29.0,-62.2,90.8,-29.9,-60.5,0.0,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
51.0,-211.0,123.0,-7.0,-36.0,-31.2,92.0,-59.3,-33.7,0.0,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-14.0,-186.0,168.0,-7.0,-32.0,4.8,77.8,-84.1,7.4,0.0,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-102.0,-124.0,194.0,-8.0,-32.0,39.1,53.6,-92.6,36.8,0.0,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-158.0,-60.0,189.0,-10.0,-28.0,70.1,17.7,-88.4,71.7,-0.1,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-202.0,24.0,149.0,-7.0,-29.0,87.1,-15.1,-72.3,86.9,-0.1,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-182.0,95.0,56.0,-8.0,-31.0,80.1,-51.6,-27.7,81.9,-0.1,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-138.0,158.0,-41.0,-8.0,-20.0,72.5,-77.1,3.6,72.3,-0.1,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-97.0,185.0,-113.0,-12.0,-25.0,58.3,-91.1,33.7,56.7,0.0,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-25.0,190.0,-183.0,-8.0,-19.0,34.2,-91.2,55.6,36.0,0.0,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
23.0,162.0,-215.0,-6.0,-30.0,3.2,-77.6,75.1,1.0,0.0,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
86.0,96.0,-208.0,-7.0,-26.0,-26.4,-53.7,79.6,-24.6,0.0,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
112.0,28.0,-170.0,-12.0,-29.0,-54.7,-17.6,72.4,-56.1,0.2,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
119.0,-58.0,-95.0,-8.0,-34.0,-72.1,14.9,56.9,-71.8,0.2,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
110.0,-124.0,-17.0,-8.0,-31.0,-79.5,51.0,27.3,-79.8,0.2,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
73.0,-185.0,74.0,-8.0,-38.0,-75.9,76.2,0.2,-76.6,0.2,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
32.0,-215.0,146.0,-9.0,-36.0,-59.2,90.3,-32.5,-58.1,-7.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-36.0,-217.0,212.0,-7.0,-41.0,-34.9,90.7,-54.9,-36.8,-7.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-86.0,-189.0,242.0,-7.0,-33.0,-4.8,77.2,-73.5,-2.8,-7.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-145.0,-120.0,232.0,-8.0,-33.0,24.6,53.9,-78.2,22.4,-7.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-175.0,-50.0,192.0,-9.0,-33.0,52.4,18.1,-71.0,53.8,0.1,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-178.0,39.0,115.0,-7.0,-24.0,70.7,-14.9,-55.8,69.8,0.1,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-167.0,106.0,33.0,-8.0,-28.0,78.3,-51.0,-26.4,78.3,0.1,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-124.0,169.0,-63.0,-8.0,-18.0,74.6,-75.8,0.4,75.1,0.1,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-79.0,195.0,-139.0,-12.0,-23.0,58.2,-89.7,32.5,57.0,9.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-6.0,198.0,-209.0,-8.0,-17.0,34.2,-90.4,54.8,36.0,9.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
49.0,169.0,-239.0,-9.0,-22.0,4.5,-77.0,73.3,2.3,9.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
110.0,99.0,-233.0,-8.0,-24.0,-24.5,-53.9,77.8,-22.6,9.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
137.0,28.0,-192.0,-10.0,-27.0,-52.7,-18.2,71.2,-54.0,-1.2,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
148.0,-61.0,-118.0,-8.0,-31.0,-70.8,14.7,55.9,-70.2,-1.2,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
134.0,-130.0,-39.0,-8.0,-35.0,-78.5,50.6,26.8,-78.7,-1.2,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
95.0,-191.0,56.0,-7.0,-40.0,-75.1,75.7,-0.0,-75.7,-1.2,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
51.0,-219.0,132.0,-9.0,-35.0,-58.7,89.5,-32.2,-57.5,-9.5,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-22.0,-222.0,202.0,-9.0,-42.0,-34.8,90.1,-54.5,-36.6,-9.5,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-74.0,-192.0,232.0,-7.0,-34.0,-5.0,76.7,-72.8,-3.0,-9.5,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-137.0,-120.0,226.0,-7.0,-31.0,24.2,53.7,-77.6,22.1,-9.5,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-169.0,-50.0,186.0,-10.0,-33.0,52.0,18.1,-70.6,53.4,1.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-175.0,42.0,109.0,-7.0,-24.0,70.2,-15.1,-55.2,69.5,1.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-163.0,109.0,29.0,-7.0,-26.0,78.1,-50.9,-26.4,78.1,1.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-122.0,172.0,-67.0,-8.0,-17.0,74.4,-75.6,0.2,75.0,1.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-76.0,195.0,-145.0,-10.0,-26.0,57.8,-89.3,32.4,56.7,9.5,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-1.0,201.0,-215.0,-7.0,-15.0,33.9,-89.8,54.7,35.7,9.5,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
51.0,170.0,-246.0,-8.0,-25.0,4.2,-76.3,72.9,2.2,9.5,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
114.0,99.0,-239.0,-10.0,-26.0,-24.8,-53.4,77.5,-22.7,9.5,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
143.0,28.0,-199.0,-8.0,-28.0,-52.5,-18.0,70.6,-53.8,-1.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
154.0,-61.0,-122.0,-7.0,-29.0,-70.4,15.0,55.1,-69.7,-1.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
141.0,-131.0,-43.0,-9.0,-32.0,-78.3,50.7,26.4,-78.3,-1.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
100.0,-193.0,53.0,-9.0,-40.0,-74.7,75.6,-0.5,-75.2,-1.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
56.0,-221.0,131.0,-5.0,-34.0,-58.0,89.1,-32.5,-56.8,-9.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-19.0,-223.0,201.0,-8.0,-41.0,-34.1,89.5,-54.5,-35.8,-9.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-71.0,-195.0,232.0,-7.0,-34.0,-4.3,75.9,-72.7,-2.3,-9.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-133.0,-124.0,225.0,-7.0,-32.0,24.6,53.0,-77.4,22.6,-9.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-166.0,-51.0,183.0,-12.0,-33.0,52.2,17.7,-70.4,53.6,1.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-174.0,42.0,108.0,-8.0,-24.0,69.9,-15.2,-54.9,69.3,1.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-160.0,106.0,24.0,-7.0,-29.0,77.8,-51.0,-26.1,77.9,1.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-122.0,170.0,-70.0,-8.0,-21.0,74.0,-75.6,0.7,74.7,1.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-74.0,198.0,-147.0,-9.0,-24.0,57.3,-89.0,32.6,56.2,9.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-1.0,201.0,-218.0,-7.0,-18.0,33.4,-89.3,54.6,35.2,9.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
52.0,171.0,-248.0,-7.0,-25.0,3.8,-75.7,72.6,1.8,9.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
115.0,102.0,-240.0,-8.0,-24.0,-25.0,-52.9,77.2,-22.9,9.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
145.0,29.0,-200.0,-10.0,-26.0,-52.6,-17.6,70.4,-53.9,-1.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
155.0,-64.0,-125.0,-8.0,-34.0,-70.3,15.2,54.9,-69.6,-1.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
146.0,-130.0,-43.0,-7.0,-27.0,-78.1,50.9,26.1,-78.0,-1.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
104.0,-193.0,52.0,-8.0,-37.0,-74.4,75.5,-0.7,-75.0,-1.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
58.0,-222.0,130.0,-10.0,-34.0,-57.6,88.9,-32.7,-56.4,-9.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-16.0,-224.0,201.0,-7.0,-40.0,-33.7,89.2,-54.6,-35.4,-9.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-70.0,-195.0,231.0,-7.0,-34.0,-4.1,75.4,-72.5,-2.0,-9.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-132.0,-124.0,224.0,-8.0,-32.0,24.8,52.7,-77.1,22.8,-9.4,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-163.0,-51.0,185.0,-8.0,-30.0,54.3,17.3,-72.7,55.5,1.5,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-183.0,37.0,120.0,-6.0,-26.0,76.4,-15.6,-60.8,74.9,1.5,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-169.0,103.0,36.0,-7.0,-30.0,84.7,-51.2,-32.6,84.6,1.5,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-123.0,168.0,-64.0,-7.0,-19.0,78.0,-75.2,-3.9,79.1,1.5,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-79.0,194.0,-144.0,-9.0,-28.0,58.2,-89.1,31.9,56.8,8.9,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-2.0,199.0,-215.0,-8.0,-18.0,31.7,-89.6,56.4,33.7,8.9,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
49.0,170.0,-246.0,-9.0,-27.0,-0.5,-75.5,76.9,-2.6,8.9,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
110.0,106.0,-242.0,-7.0,-25.0,-31.3,-52.6,83.3,-29.1,8.9,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
141.0,35.0,-203.0,-12.0,-27.0,-60.2,-17.2,77.6,-61.5,-1.7,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
153.0,-53.0,-131.0,-9.0,-31.0,-77.6,15.7,61.8,-77.0,-1.7,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
143.0,-121.0,-49.0,-8.0,-28.0,-84.6,51.4,32.0,-84.4,-1.7,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
100.0,-187.0,51.0,-8.0,-37.0,-78.7,75.7,3.6,-79.5,-1.7,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
53.0,-215.0,130.0,-7.0,-32.0,-58.8,89.3,-31.9,-57.4,-8.7,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-21.0,-219.0,201.0,-8.0,-39.0,-32.0,89.7,-56.7,-33.9,-8.7,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-72.0,-191.0,231.0,-7.0,-32.0,0.6,75.4,-77.4,2.9,-8.7,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-132.0,-125.0,225.0,-8.0,-32.0,31.7,52.2,-83.6,29.6,-8.7,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-160.0,-56.0,185.0,-8.0,-31.0,60.4,16.8,-77.7,61.8,1.7,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-170.0,32.0,110.0,-7.0,-28.0,77.6,-16.1,-61.6,77.1,1.7,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-158.0,99.0,29.0,-8.0,-29.0,84.3,-51.8,-31.6,84.2,1.7,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-115.0,165.0,-69.0,-8.0,-18.0,78.1,-76.0,-3.2,79.1,1.7,60.02,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-70.0,191.0,-147.0,-9.0,-26.0,58.2,-89.4,32.2,56.9,8.6,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
3.0,193.0,-217.0,-8.0,-20.0,31.2,-89.7,57.0,33.4,8.6,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
54.0,169.0,-246.0,-8.0,-23.0,-1.3,-75.3,77.5,-3.4,8.6,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
112.0,102.0,-240.0,-9.0,-26.0,-32.2,-52.1,83.7,-29.9,8.6,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
140.0,34.0,-202.0,-9.0,-28.0,-61.1,-16.6,77.8,-62.3,-1.6,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
149.0,-53.0,-128.0,-7.0,-31.0,-78.1,16.1,61.8,-77.5,-1.6,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
138.0,-123.0,-48.0,-8.0,-32.0,-84.8,51.9,31.8,-84.5,-1.6,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
96.0,-186.0,52.0,-8.0,-38.0,-78.6,76.2,3.1,-79.5,-1.6,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
51.0,-214.0,131.0,-8.0,-32.0,-58.6,89.6,-32.4,-57.0,-8.5,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-21.0,-217.0,200.0,-7.0,-39.0,-31.5,89.7,-57.1,-33.4,-8.5,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-71.0,-191.0,230.0,-7.0,-32.0,1.2,75.3,-77.7,3.4,-8.5,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-131.0,-124.0,223.0,-7.0,-32.0,32.3,51.8,-83.9,30.2,-8.5,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-158.0,-56.0,182.0,-8.0,-31.0,60.9,16.3,-77.8,62.4,1.6,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-168.0,31.0,109.0,-7.0,-28.0,77.9,-16.5,-61.6,77.5,1.6,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-155.0,99.0,26.0,-9.0,-30.0,84.5,-52.3,-31.4,84.4,1.6,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-114.0,164.0,-71.0,-7.0,-20.0,78.2,-76.5,-2.8,79.2,1.6,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-68.0,192.0,-150.0,-8.0,-26.0,58.2,-89.8,32.6,56.8,8.4,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
2.0,194.0,-218.0,-8.0,-22.0,31.0,-89.9,57.4,33.2,8.4,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
52.0,169.0,-248.0,-9.0,-27.0,-1.6,-75.3,77.8,-3.7,8.4,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
112.0,103.0,-242.0,-8.0,-26.0,-32.6,-51.8,83.8,-30.3,8.4,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
149.0,34.0,-211.0,-7.0,-28.0,-65.6,-16.1,82.2,-65.9,-1.6,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
198.0,-54.0,-173.0,-8.0,-29.0,-85.8,16.9,68.6,-84.8,-1.6,60.06,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
