IA,IB,IC,IP,IG,VA(kV),VB(kV),VC(kV),VS(kV),V1MEM,FREQ,VDC,IAL,IBL,ICL,IAX,IBX,ICX,IAY,IBY,ICY,IAT,IBT,ICT
5.0,153.0,-185.0,-8.0,-27.0,-13.3,-72.7,87.2,-15.8,1.9,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
93.0,86.0,-206.0,-8.0,-27.0,-47.3,-46.6,93.4,-44.6,1.9,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
143.0,23.0,-196.0,-9.0,-31.0,-75.7,-10.0,85.7,-77.2,-0.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
182.0,-61.0,-149.0,-7.0,-28.0,-89.9,22.9,66.8,-89.6,-0.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
188.0,-127.0,-89.0,-7.0,-29.0,-92.7,58.8,32.3,-92.1,-0.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
161.0,-182.0,-14.0,-7.0,-34.0,-81.3,81.0,1.5,-82.6,-0.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
127.0,-194.0,-2.0,-6.0,-69.0,-55.7,92.5,-36.3,-53.7,-1.9,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
63.0,-171.0,-3.0,-9.0,-112.0,-23.0,90.5,-64.6,-25.6,-1.9,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
3.0,-125.0,-2.0,-7.0,-124.0,12.8,72.6,-86.6,16.1,-1.9,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-15.0,-61.0,-5.0,-7.0,-81.0,45.3,46.2,-93.7,46.2,-1.9,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-14.0,-12.0,-5.0,-8.0,-30.0,74.5,10.4,-86.2,78.4,0.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-14.0,-8.0,-5.0,-7.0,-27.0,89.3,-21.9,-67.7,90.1,0.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-14.0,-9.0,-3.0,-8.0,-27.0,92.6,-57.8,-33.6,92.2,0.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-15.0,-9.0,-3.0,-7.0,-28.0,81.3,-80.3,-2.3,81.7,0.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-13.0,-9.0,-3.0,-8.0,-25.0,56.2,-92.2,37.0,52.2,1.8,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-14.0,-8.0,-3.0,-8.0,-25.0,23.7,-90.6,65.0,23.9,1.8,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-13.0,-10.0,-3.0,-7.0,-27.0,-12.1,-73.3,86.5,-17.3,1.8,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-13.0,-8.0,-3.0,-7.0,-24.0,-46.1,-47.5,93.1,-46.2,1.8,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-15.0,3.0,-5.0,-8.0,-16.0,-74.9,-10.9,85.9,-78.3,-0.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-15.0,-9.0,-3.0,-8.0,-28.0,-89.4,21.7,67.5,-90.2,-0.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-14.0,-9.0,-5.0,-7.0,-28.0,-92.6,57.7,33.3,-92.0,-0.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
-15.0,-10.0,-5.0,-8.0,-30.0,-81.7,80.2,2.3,-81.9,-0.3,60.01,136.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0
